Crank Angle	PCYL1	
deg	bar	
-360	0.9388	
-359	0.9148	
-358	0.8728	
-357	0.8428	
-356	0.8008	
-355	0.7528	
-354	0.7108	
-353	0.6448	
-352	0.6568	
-351	0.5908	
-350	0.5428	
-349	0.5068	
-348	0.4588	
-347	0.4048	
-346	0.3628	
-345	0.3448	
-344	0.3208	
-343	0.2968	
-342	0.2968	
-341	0.2668	
-340	0.2728	
-339	0.2548	
-338	0.2428	
-337	0.2668	
-336	0.2548	
-335	0.2608	
-334	0.2548	
-333	0.2548	
-332	0.2488	
-331	0.2488	
-330	0.2548	
-329	0.2368	
-328	0.2488	
-327	0.2488	
-326	0.2188	
-325	0.2368	
-324	0.2308	
-323	0.2428	
-322	0.2308	
-321	0.2248	
-320	0.2188	
-319	0.2308	
-318	0.2428	
-317	0.2188	
-316	0.2128	
-315	0.2128	
-314	0.2128	
-313	0.2128	
-312	0.2188	
-311	0.2188	
-310	0.2188	
-309	0.2188	
-308	0.2188	
-307	0.2248	
-306	0.2188	
-305	0.2428	
-304	0.2428	
-303	0.2428	
-302	0.2488	
-301	0.2788	
-300	0.2608	
-299	0.2728	
-298	0.2788	
-297	0.2788	
-296	0.2788	
-295	0.2728	
-294	0.2848	
-293	0.3028	
-292	0.3028	
-291	0.2908	
-290	0.2908	
-289	0.2968	
-288	0.3028	
-287	0.3148	
-286	0.3028	
-285	0.3028	
-284	0.3088	
-283	0.3088	
-282	0.3088	
-281	0.3148	
-280	0.3208	
-279	0.3208	
-278	0.3148	
-277	0.3328	
-276	0.3148	
-275	0.3268	
-274	0.3268	
-273	0.3268	
-272	0.3208	
-271	0.3268	
-270	0.3268	
-269	0.3328	
-268	0.3208	
-267	0.3268	
-266	0.3388	
-265	0.3328	
-264	0.3388	
-263	0.3328	
-262	0.3328	
-261	0.3328	
-260	0.3328	
-259	0.3388	
-258	0.3448	
-257	0.3508	
-256	0.3448	
-255	0.3268	
-254	0.3448	
-253	0.3268	
-252	0.3388	
-251	0.3448	
-250	0.3388	
-249	0.3208	
-248	0.3268	
-247	0.3208	
-246	0.3328	
-245	0.3328	
-244	0.3328	
-243	0.3328	
-242	0.3148	
-241	0.3148	
-240	0.3328	
-239	0.3148	
-238	0.3028	
-237	0.3088	
-236	0.3028	
-235	0.3088	
-234	0.3148	
-233	0.3148	
-232	0.3088	
-231	0.3028	
-230	0.3028	
-229	0.3028	
-228	0.3088	
-227	0.3028	
-226	0.2968	
-225	0.3028	
-224	0.2908	
-223	0.3028	
-222	0.3028	
-221	0.3088	
-220	0.3088	
-219	0.2848	
-218	0.2908	
-217	0.3028	
-216	0.3028	
-215	0.2968	
-214	0.2908	
-213	0.2848	
-212	0.3028	
-211	0.3028	
-210	0.3028	
-209	0.3028	
-208	0.2788	
-207	0.2908	
-206	0.2788	
-205	0.2968	
-204	0.3028	
-203	0.2968	
-202	0.3028	
-201	0.2908	
-200	0.2908	
-199	0.3028	
-198	0.3028	
-197	0.2908	
-196	0.2968	
-195	0.2848	
-194	0.2968	
-193	0.3028	
-192	0.2968	
-191	0.3028	
-190	0.3028	
-189	0.3028	
-188	0.2968	
-187	0.2968	
-186	0.3028	
-185	0.3028	
-184	0.3028	
-183	0.3148	
-182	0.3028	
-181	0.3088	
-180	0.3088	
-179	0.3148	
-178	0.3148	
-177	0.3148	
-176	0.3028	
-175	0.3148	
-174	0.3208	
-173	0.3148	
-172	0.3148	
-171	0.3148	
-170	0.3148	
-169	0.3208	
-168	0.3268	
-167	0.3268	
-166	0.3148	
-165	0.3148	
-164	0.3268	
-163	0.3328	
-162	0.3208	
-161	0.3388	
-160	0.3028	
-159	0.3268	
-158	0.3328	
-157	0.3208	
-156	0.3328	
-155	0.3388	
-154	0.3328	
-153	0.3388	
-152	0.3268	
-151	0.3388	
-150	0.3328	
-149	0.3508	
-148	0.3268	
-147	0.3448	
-146	0.3388	
-145	0.3388	
-144	0.3448	
-143	0.3448	
-142	0.3388	
-141	0.3388	
-140	0.3568	
-139	0.3448	
-138	0.3628	
-137	0.3508	
-136	0.3628	
-135	0.3508	
-134	0.3568	
-133	0.3628	
-132	0.3628	
-131	0.3688	
-130	0.3688	
-129	0.3688	
-128	0.3688	
-127	0.3808	
-126	0.3748	
-125	0.3928	
-124	0.3868	
-123	0.3868	
-122	0.3868	
-121	0.3928	
-120	0.4048	
-119	0.4108	
-118	0.4228	
-117	0.4048	
-116	0.4048	
-115	0.3928	
-114	0.4228	
-113	0.4288	
-112	0.4348	
-111	0.4288	
-110	0.4228	
-109	0.4348	
-108	0.4528	
-107	0.4348	
-106	0.4408	
-105	0.4528	
-104	0.4588	
-103	0.4708	
-102	0.4768	
-101	0.4828	
-100	0.5068	
-99	0.4948	
-98	0.4888	
-97	0.4948	
-96	0.5068	
-95	0.5188	
-94	0.5188	
-93	0.5248	
-92	0.5428	
-91	0.5488	
-90	0.5368	
-89	0.5368	
-88	0.5608	
-87	0.5668	
-86	0.5788	
-85	0.5848	
-84	0.5908	
-83	0.5968	
-82	0.6268	
-81	0.6388	
-80	0.6568	
-79	0.6688	
-78	0.7108	
-77	0.7168	
-76	0.7408	
-75	0.7588	
-74	0.7708	
-73	0.7948	
-72	0.8248	
-71	0.8308	
-70	0.8488	
-69	0.8548	
-68	0.8908	
-67	0.9148	
-66	0.9388	
-65	0.9688	
-64	0.9748	
-63	1.0048	
-62	1.0348	
-61	1.0648	
-60	1.0948	
-59	1.1248	
-58	1.1548	
-57	1.1728	
-56	1.2268	
-55	1.2688	
-54	1.3108	
-53	1.3588	
-52	1.4008	
-51	1.4308	
-50	1.4908	
-49	1.5208	
-48	1.5688	
-47	1.6288	
-46	1.6768	
-45	1.7368	
-44	1.7968	
-43	1.8568	
-42	1.9228	
-41	2.0068	
-40	2.0668	
-39	2.1268	
-38	2.2108	
-37	2.2948	
-36	2.3788	
-35	2.4628	
-34	2.5348	
-33	2.6428	
-32	2.7328	
-31	2.8408	
-30	2.9428	
-29	3.0568	
-28	3.1588	
-27	3.2668	
-26	3.3688	
-25	3.5008	
-24	3.6208	
-23	3.7468	
-22	3.8788	
-21	3.9868	
-20	4.1248	
-19	4.2508	
-18	4.3888	
-17	4.5268	
-16	4.6468	
-15	4.7728	
-14	4.8988	
-13	5.0368	
-12	5.1688	
-11	5.2948	
-10	5.4208	
-9	5.5468	
-8	5.6788	
-7	5.8168	
-6	5.9428	
-5	6.0688	
-4	6.2008	
-3	6.3388	
-2	6.4888	
-1	6.6328	
0	6.7768	
1	6.9088	
2	7.0408	
3	7.1668	
4	7.2868	
5	7.3768	
6	7.4908	
7	7.5748	
8	7.6648	
9	7.7308	
10	7.8088	
11	7.8748	
12	7.9168	
13	7.9648	
14	7.9708	
15	7.9648	
16	7.9528	
17	7.9228	
18	7.8868	
19	7.8028	
20	7.7308	
21	7.6288	
22	7.5268	
23	7.4428	
24	7.3288	
25	7.2148	
26	7.1068	
27	6.9688	
28	6.8488	
29	6.7108	
30	6.5908	
31	6.4588	
32	6.3148	
33	6.1768	
34	6.0328	
35	5.8828	
36	5.7568	
37	5.6128	
38	5.4688	
39	5.3308	
40	5.1808	
41	5.0368	
42	4.9228	
43	4.7728	
44	4.6468	
45	4.5208	
46	4.3888	
47	4.2688	
48	4.1548	
49	4.0348	
50	3.9268	
51	3.8128	
52	3.7108	
53	3.6148	
54	3.5248	
55	3.4288	
56	3.3328	
57	3.2428	
58	3.1588	
59	3.0868	
60	3.0148	
61	2.9368	
62	2.8588	
63	2.7928	
64	2.7268	
65	2.6728	
66	2.6008	
67	2.5588	
68	2.4868	
69	2.4268	
70	2.3608	
71	2.3308	
72	2.2768	
73	2.2408	
74	2.1928	
75	2.1508	
76	2.1028	
77	2.0608	
78	2.0308	
79	2.0008	
80	1.9528	
81	1.9288	
82	1.8748	
83	1.8568	
84	1.8268	
85	1.7968	
86	1.7668	
87	1.7428	
88	1.7068	
89	1.6828	
90	1.6648	
91	1.6468	
92	1.6048	
93	1.5928	
